course_id,course_name,category,teacher,description
C_781494,通过实验学电路,未标注,MOOCCubeX,将实验进行到底，生动有趣，回味悠长！将电路理论与实验深度融合，学以致用，印象深刻！将你最有可能困惑的问题通过“问与答”环节答疑解惑，豁然开朗！
C_781627,环境与可持续发展,未标注,MOOCCubeX,"人类经济水平的提高，很大程度上是以牺牲环境和资源换取得来的。
目前，正面临着环境污染、生态破坏、资源短缺等多种环境问题，关系到当今人类的健康、生存和发展。
本课程将关注环境问题产生的原因、环境与发展的关系、主要污染物污染控制的技术手段、我国的可持续发展战略等方面，以期推动环境保护事业的发展。"
C_782490,微积分（先修课）,未标注,MOOCCubeX,希望学生能掌握微分学和积分学的基本思想和方法，能够处理微积分中的常见问题，使学生得到比较系统的数学训练，提升学生的科学素质。
C_782555,模拟电子技术基础(应用部分),电子科学与技术,MOOCCubeX,电子技术的应用“无所不在”。不管哪个领域、哪个行业，为实现现代化、自动化、信息化，就必须配以电子系统。“电子技术基础”课程教授实现电子系统必备的基础知识。 
C_784069,高等数学先修课,未标注,MOOCCubeX,"“高等数学先修课”内容包括函数的概念与性质、反函数、分段函数、初等函数、常用的经济函数、曲线的极坐标方程与参数方程、数集的扩充与复数的引入、排列与组合 、行列式、高等数学思想及方法。其中函数的概念与性质、反函数、曲线的极坐标方程与参数方程、数集的扩充与复数的引入、排列与组合、行列式等是“高等数学先修课”与初等数学完全重合的知识点。反三角函数的定义和性质及其图形、曲线的极坐标方程与参数方程、数集的扩充与复数的引入、排列与组合以及行列式等却是各地中学作为选修的内容；幂的运算性质、对数的运算性质、三角函数的和差化积与积化和差公式以及二倍角公式等是高等数学学习中常出错的知识点。而分段函数、初等函数、常用的经济函数等也是高等数学的主要研究对象, 这些是新增知识点。 "
C_784155,计算思维导论,未标注,MOOCCubeX,本课程将带你学习计算思维概述、计算基础、计算平台、网络技术与数据共享、数据库技术与数据管理、逻辑思维、问题求解、数据分析与数据挖掘等相关知识。
C_784161,管理沟通,未标注,MOOCCubeX,       企业中70%的问题是由沟通障碍引起的。管理沟通课程的学习将提升你的沟通的水平和智慧。课程内容包括：走近沟通、沟通概述、组织沟通、团队沟通、冲突中的沟通、危机沟通、非语言沟通和跨文化沟通等。
C_784172,C语言程序设计（上）,计算机科学与技术,MOOCCubeX, Kenneeth Lane Thompson为了方便玩自己的游戏程序，用汇编写了UNIX操作系统，又为了更方便的写这个UNIX创造了C。创造在游戏中产生，业绩在创造中成就！从此，C便一发不可收拾，独领风骚！当计算遇上了困惑，当编程选择了C，当面向问题的计算机程序设计加入了优秀团队，就是这门课程！
C_784387,透视学,未标注,MOOCCubeX,《透视学》是所有高等艺术院校美术学及艺术设计的一门重要基础课程，是研究透视现象原理及其内在规律后加以分析研究的应用学科，在生活中用途非常广泛，是每一位艺术生必须学好的一门基础课，它是绘画艺术的敲门砖。《透视学》理论概念与实践结合增强学生绘画艺术空间感、提高艺术品位、视觉辨识能力和绘画能力。
C_759048,走近核科学技术,未标注,MOOCCubeX,"核电、核武器、核动力、核辐射……民众有必要谈“核”色变吗？核科学技术到底是“魔鬼”还是“天使”？本课程从科普的角度分三个部分（核科学技术的历史沿革、核科学技术的重要作用以及核科学技术与辐射安全），深入浅出地介绍核科学技术的基本知识，还原核科学技术发展的历史真相，揭开它神秘的面纱，探索它的神奇奥秘，感受它在国家安全、创新前沿、百姓平安、清洁能源、绿水青山乃至整个国民经济建设中的重要作用，力求使更多的人了解核知识，理性客观地看待核科学技术，理解并支持核科技事业。
                                                                                                                    —— 走近核科学技术课程教学团队"
C_785161,容积式压缩机原理,未标注,MOOCCubeX,在新的能源变革与环境可持续发展的形势下，压缩机技术如何发展与突破？作为全球最大的压缩机制造和运用市场国家，我国的压缩机技术研究和设计人员该如何面对挑战？那就从《容积式压缩机原理》课程开始，在主讲教师们的带领下，点燃你对压缩机技术的兴趣，激发你的技术创新潜力，从中找到我国压缩机技术引领世界的方向。
C_786471,化工系统工程,未标注,MOOCCubeX,系统工程理论应用至化工学科便形成化工系统工程，在化工过程发展趋于大型化、综合化、低能耗和环境友好的形势下，该学科对于我国化工产业发展由粗放型向集约型转变的过程发挥着重要的作用。
C_786631,EDA技术与应用,未标注,MOOCCubeX,"EDA技术已成为电子设计技术发展重要趋势，深入到经济技术发展与社会进步的方方面面。毫不夸张地说，EDA技术正在深刻地改变着我们熟悉的世界。 
为使在线学习者能够快速领悟EDA技术核心要素，掌握EDA知识与技能，我们开设了“EDA技术与应用”课程，帮助学习者运用EDA工具和硬件描述语言完成电子电路设计"
C_788547,单片机原理及应用,未标注,MOOCCubeX,在数字化转型的大变革中，每天都会遇到上百片单片机的应用，你想学习一门技能吗？你想为人工智能的到来做点准备吗？本课程为你轻松解决学习单片机知识和技能。今天学的将是明天用的！
C_788565,五分钟轻松搞定职场礼仪,未标注,MOOCCubeX,职场“礼”为先，成功的未来不是梦！
C_789278,游戏分析与评测,未标注,MOOCCubeX,本课程由清华大学美术学院与腾讯游戏学院联合制作，通过创新人才培养模式，打破传统课堂的局限性，将业界不同类型游戏分析和评测方法深入浅出地传授给学生，带领学生全面细致地了解整个游戏市场的发展进程，树立正确的游戏行业认知。
C_789961,Studio测试资源勿删   ,未标注,MOOCCubeX,111
C_791738,水彩画,未标注,MOOCCubeX,       如果想了解中西方水彩画发展简史、全面掌握水彩画表现技法，在短时间完成自己满意的作品，请点击水彩画在线课程。
C_791822,走进中国传统造物的审美世界,未标注,MOOCCubeX,走进中国传统造物的审美世界，带你领略传统造物文化之美！
C_770784,经济学原理,理论经济学,MOOCCubeX,经济学通才保罗·萨缪尔森说过：“在当今社会，谁不学习经济学，谁就不懂得怎样生活”。经济学原理的学习将有助于培养对现实生活中经济行为与经济现象的观察能力，了解现实世界的运作，训练经济学直觉。
C_793017,安保防卫与控制,未标注,MOOCCubeX,《安保防卫与控制》是一门以法律为依据，以技能为手段，教授学生运用徒手及防卫执勤器械处置暴力违法行为的课程。主要培养学生依据行业法规合理使用防卫手段，最大限度保障各方安全的条件下有效控制暴力违法行为的职业防卫能力，是安全保卫专业的核心课程。
C_797404,白酒品评与酒体设计,未标注,MOOCCubeX,曾经的企业能手，投身于教学工作，旨在传承和发扬中国传统白酒技艺，提高你对白酒的认知。让你通过对白酒生产实践的学习，Get到白酒品评与酒体设计的原理和方法，勾调出属于自己的产品。
C_797853,民法总则原理拓展,未标注,MOOCCubeX,《民法总则原理拓展》是辽宁省教育厅批准的省级精品资源共享《民法学》的系列课程，是课程小组为拓展和深化法学本科教学内容而录制的创新类课程。课程内容跟进《民法典》的立法进程，结合司法实务问题，综合性强，能为学生的分析能力和综合能力训练提供有效的范例；课程登录技术简便，社会公众可以自主学习。
C_797919,舌尖上的微生物,未标注,MOOCCubeX,小小微生物，美味大学问！
C_798690,东北亚安全局势,未标注,MOOCCubeX,"以电视评论的视角洞察世界，龙江名师“共享课堂”演绎无硝烟的战场，朝鲜拥核弃核为哪般？美国战略东移剑指何方？""一带一路""将最终破解迷局。登珍宝岛50年前中苏战场，看中朝鸭绿江被炸断桥，访珲春防川一眼望三国，探虎头要塞二战最后终结地，在“黑瞎子岛”升国旗，尽在《东北亚安全局势》。

"
C_799778,身边的物理化学,未标注,MOOCCubeX,"该课程被认定为国家首批线上线下混合式一流课程。
物理化学又称理论化学，是化学学科的基础，它是应用物理学原理和方法研究有关化学现象和化学过程的一门科学，对我们身边的化学现象形成了一套完整的理论体系。"
C_799783,工程力学,未标注,MOOCCubeX,"       工程力学课程是一门理论与应用并重的课程。以工程实例为切入点，强调课程理论与工程实际的有机融合，使学生能够理解和掌握力学理论和工程中力学问题的关键所在，化繁为简，培养学生理论与实践相结合并解决实际问题的能力；通过从特殊到一般的认知过程，使学生建立初步的工程概念。
"
C_799791,无机与分析化学,未标注,MOOCCubeX,“无机与分析化学”课程突出化学理论基础，体现化学前沿与交叉，有机地结合无机化学与分析化学内容。按照化学反应基本原理、物质结构、化学分析、仪器分析四个模块分类介绍。
C_799796,大学物理1 (力学、热学),物理学,MOOCCubeX,"大学物理是面向工科院系1、2年级本科生的物理基础课程, 大学物理1包括力学、热学两部分内容。 在清华这个课程大致需要58课堂学时（1学时 = 45分钟）。  "
C_799800,大学物理2 (电磁学、光学和量子物理),物理学,MOOCCubeX,"大学物理是面向工科院系1、2年级本科生的物理基础课程, 大学物理2包括电磁学、光学和量子物理三部分内容。 在清华这个课程大致需要58课堂学时（1学时 = 45分钟）。"
C_799931,人文数学,未标注,MOOCCubeX,该课程属于通识教育课程，主要培养学生的科学精神与理性思维。科学精神是公民的基本素养，理性思维是人的一种基本能力。故该课程的功能是“人”的教育。该课程主要培养学生的思维与表达能力，重点培养学生说清楚“是什么”与“为什么”的能力。
C_800360,文化人类学入门与导读,未标注,MOOCCubeX,      人类学所指的文化是什么？如何研究文化？何谓自我？如何通过对他者的文化研究来了解自我？本课程意在打开文化人类学的思维面向与研究视野，借助民族志经典，和同学们一起走进他者的世界。美人之美，美美与共，知行合一。
C_800391,网店运营,未标注,MOOCCubeX,《网店运营》课程包括了网店管理、推广及优化三方面内容，覆盖了网店运营的整个过程，通过课程的学习，同学们能从一个会操作的新手，成长为一个会推广的专员，到一个会运营管理的主管/创业者。
C_801446,公共危机治理,未标注,MOOCCubeX,"        进入新世纪以来，危机事件成为影响社会发展的重要因素。911恐怖袭击、汶川地震等危机事件给人类生产、生活造成重大影响。本课程从公共治理视角，讲解风险管理与应急管理的基本理论和方法，为您学习、理解现代公共危机治理提供借鉴。
                                                                                                                                                                                        —— 课程团队
"
C_801443,世界跨文化交流,外国语言文学,MOOCCubeX,确认过眼神，遇上对的课！ 美洲、欧洲、东亚、东南亚、阿拉伯和非洲六大板块款款而来，我们践行“一带一路”倡议，精选其中16个国家各自令人神往的独特风情，错落有致地凝聚于这门传播国际文化的优秀课程。 
C_808528,化学微观世界导论,未标注,MOOCCubeX,该课程属于化学专业教育选修课程，主要培养学生从微观视角理解化学物质的组成、结构及其变化的思维方式与方法。通过该课程的学习，发展学生在一级学科视角下来理解化学问题的能力。
C_808529,给水排水管道工程,未标注,MOOCCubeX,本课程主要学习室外给排水管道系统设计计算的的原理、方法，施工图的识读，给排水管道管材、附件、附属构筑物以及管理维护等相关知识。本课程是一门理论与实践相结合，逻辑性和系统性很强的课程。学习本课程，可以有效帮助培养形成工科系统化思维，提高综合分析、解决工程实际问题的能力。
C_808534,基础日语（一）,未标注,MOOCCubeX,说起日本，你的脑海中会浮现出什么呢？是唯美的樱花、神圣的富士山、氤氲的温泉，抑或是美味的寿司、经典的动漫？你想走进这些文化符号的背后，去探究日语语言的基础知识，领略日本文化的精髓吗？让我们通过这门课程，一起去追溯中日语言文化的渊源，去享受超越自我的喜悦吧。期待着与你共同经历一段日语学习的美好时光！
C_797938,娱乐产业运营系列讲座,未标注,MOOCCubeX,本课程针对数字娱乐产业运营专业领域，汇聚清华美院和腾讯游戏专业经验，解密娱乐产业运营。课程邀请腾讯游戏、腾讯电竞、腾讯动漫的4位资深专家，结合丰富的行业经验和案例，以讲座的形式深入剖析数字娱乐产业运营。该课程适用于对数字娱乐产业感兴趣的学生学习。
C_808654,计算机控制导论,未标注,MOOCCubeX,控制是工程的基础，计算机控制则是当代控制系统的主要形式。本课程借助LabVIEW工具，从信息处理角度讲授计算机控制系统的分析、设计和实现，帮助您提高解决工程控制问题的能力。
C_810349,网球运动学与练,未标注,MOOCCubeX,通过网球课程的学习，学生能够全面掌握网球理论知识、动作技术以及战术意识，其中通过理论课程的引导可以使学生初步了解网球运动的基本常识，使学习过程层次更加分明，更容易产生学习兴趣，在掌握网球技术动作要领的同时又增强了身体素质。
C_810834,高分子物理,未标注,MOOCCubeX,《高分子物理》是高分子材料专业的两大基石课程之一。在现代社会中，“新材料”浪潮已经席卷我们生活中的每一个领域。《高分子物理》课程是理解新材料背后原理的一把“钥匙”。跟随贵州理工学院的MOOC教师一起，以生动的方式掌握这门“深邃”而又“年轻”的科学。
C_813182,有机化学（双语）,未标注,MOOCCubeX,有机物是含碳元素化合物的统称，其数目成千上万，在医药、材料、生物和能源领域有着广泛和重要的用途。学习有机化学，使学习者在认识有机物的分类、命名的基础上，理解结构与性质的关系、掌握常见反应机理及简单有机物的合成方法，培养逻辑思维能力，建立分析、解决问题的科学方法，为从事生产开发、教学科研打下牢固基础。
C_813290,西语国家国情文化概况,未标注,MOOCCubeX,本课程通过对主要西语国家的政治、经济、历史、文化、文学等知识的梳理，为学生提供相关国家较为详尽和全面的百科知识，让学生能较为系统地了解这些国家，旨在培养他们全方位、多视角、多维度的分析问题及解决问题的能力。课程共有15章，绪论部分为综述，后14章以国别来划分，由6位老师完成授课。
C_813262,机械制图与计算机绘图,未标注,MOOCCubeX,《机械制图与计算机绘图》在线课程是“互联网+”时代的网络学习途径。可以实现线上学习与线下学习的相互融合，满足校内与校外不同学习者的自主学习。是国家高职扩招后的实现弹性学制必须具备的学习资源，具有很重要的使用和推广价值。该在线开放课程建设的思路是“以学习者为本、以易学、易懂为目”。
C_813434,汉字书写,未标注,MOOCCubeX,"    如果你想拥有另一幅完美的容颜，如果你愿意感受汉字的律动，如果你钟情于中华民族优秀文化的独特风景，请加入《汉字书写》吧——我们一起享受书写快乐，守护心灵净土。					
					
"
C_789833,新闻学基础：历史与理论,未标注,MOOCCubeX,《新闻学基础：历史与理论》将会向您展示新闻的历史、现状与未来，帮助您看懂时事报道，解读舆论动态，提升互联网时代的新闻素养。
C_813501,汽车是怎么造出来的,未标注,MOOCCubeX,这里你将通过生动的动画及视频，对现代汽车制造工艺流程及生产过程全面了解！
C_814381,石油地质基础,未标注,MOOCCubeX,穿上登山鞋、拿起地质锤，爬雪山，越溪河，一同探索大自然的鬼斧神工，揭秘地球内部深邃而迷人的故事。主讲教师团队以深厚的学术积累和教学经验为基础，通过丰富的图片、视频资源以及典型案例分析，生动、清晰地讲述地球的历史演变和石油、天然气、新能源领域的最新发展，并注重从中引申出相关的人生体悟，沉浸式地学习。
C_814402,国际商务管理,未标注,MOOCCubeX,《国际商务管理》（全英文），是针对经济类和管理类专业本科学生开设的专业必修课，是一门建立在管理学、国际贸易理论和实务、商务沟通理论、市场营销学等一系列经济、管理理论基础之上的应用课程。
C_680836,组织行为学——如何有效管理员工行为,未标注,MOOCCubeX,你想成为优秀的管理者吗？你在为如何激励员工而烦恼吗？你想有效管控下属行为吗？你在为如何打造一支高绩效团队而发愁吗？欢迎来到《组织行为学》MOOC课堂，王淑红教授将以清晰的逻辑、生动的案例、风趣的语言带你来一段“烧脑”之旅，一起来解开管理情境中员工行为背后的密码！
C_817148,架空输电线路设计,未标注,MOOCCubeX,        三峡大学以《架空输电线路设计》国家级规划教材为蓝本，汇聚电气工程国家级教学团队、北京道亨时代科技有限公司，面向输电线路工程专业本、专科学生，以及输电行业工程技术人员等社会化学习者，提供线路设计专业资料、法规标准、设计模型、专家咨询、行业培训等优秀教学资源，为我国输电行业的高等教育发展贡献力量。
C_813491,社交礼仪,未标注,MOOCCubeX,“社交礼仪”是当代社会每一个人都应该掌握的基本知识和技能，本门课程是介绍现代社会人们日常交往过程中技巧与艺术的通识型课程。通过本课程的学习，大大提升你的个人形象和素质，助你在职场和日常生活中取得成功。
C_817691,新视野大学英语,未标注,MOOCCubeX,开拓大学英语学习新视野！
C_819279,固体废物处理与处置,未标注,MOOCCubeX,《固体废物处理与处置》是环境工程专业的必修课程。本课程注重把最新的国家政策和固体废物处理处置的发展趋势和前沿问题融入教学内容中。党的十九大报告明确将加强固体废物和垃圾处置作为着力解决突出环境问题的重要内容，本课程紧跟时代步伐，贯彻落实新发展理念，力求尽可能的及时向学生传播环境保护的新形势、新要求。
C_819285,太空生存,未标注,MOOCCubeX,航天梦我的梦！太空中的环境条件十分恶劣，人类如何能在这样的环境下实现长期生存？本课程由“月宫一号”总设计师刘红教授领衔，基于团队十五年的研究积累，为同学们讲解人类的太空生存之道。“月宫365”实验舱内实验舰长刘慧博士与大家分享月宫中的工作和生活。本课程为通识类课程。
C_819290,毕业论文写作,未标注,MOOCCubeX,        毕业论文是大学学习生涯之“结”，也是很多大学生的学业之“劫”，其重要性不言而喻。本课程聚焦毕业论文写作的每一个环节，为你消除迷茫、解答疑惑，助你写出优秀的毕业论文。课程对其他群体、其他论文的写作也有借鉴意义。
C_819191,行政诉讼法,未标注,MOOCCubeX,行政诉讼与民事诉讼、刑事诉讼一同构成了我国三大诉讼制度。《行政诉讼法》是行政诉讼活动不可偏离的基本遵循，也是建成法治国家、法治政府的关键。了解和掌握行政诉讼法，有助于保护自身合法权益，监督政府依法行政，从而营造守法、文明、理性的社会环境，泽被苍生、广益众人。
C_823300,大学计算机教程,未标注,MOOCCubeX,"新时代、新技术、新发展，不能没有新知识新技能，在越来越多中小学生加入到学编程玩竞赛的今天，智者有志必先行。
本课程作为高校新生入学第一门计算机导论和公共基础核心课，跟随新时代新技术发展，不断建设不断提升，已成为深入系统自主创新学习、自我全面提升必修环节。本课程基于新版教材，是长期主持“大学计算机基础”教改立项建设积累的提升发展，校内外广泛应用至今，获奖多项。本课程是高校学科交叉融合人才培养必不可少核心课程，相关内容也是国内外高校重基础理论，强化计算思维综合能力系统提升的必备基础核心课程（core courses）。"
C_823302,工程燃烧学,未标注,MOOCCubeX,《工程燃烧学》是能源与动力工程专业的基础课。该课程着重讲解燃烧的概念、燃料特性、燃烧物理基础、燃烧的化学热力学、动力学基础理论、着火、灭火机理及特性、燃烧火焰及传播特性、气体、液体、固体燃料燃烧特性、燃烧污染物生成及控制技术、燃烧新技术及发展等内容。
C_823308,C程序设计案例教程（基础）,未标注,MOOCCubeX,    C语言曾开发出UNIX操作系统等经典系统。随着物联网、人工智能、大数据、云计算等新技术不断发展，也广泛用于开发各种应用程序，且易于使用，还具有硬件底层执行能力，因此能够持久丰富与发展，在TIOBE世界排行榜中始终位于前列。
C_823309,供配电技术,未标注,MOOCCubeX,《供配电技术》是以工业企业供电系统的设计施工为主线，以供配电设计中负荷实用计算、导线截面选择、电气照明等作为教学单元，形成一个完整的教学过程。通过在线开放平台，将网络资源与非网络资源合理配置，线上线下结合，为广大学习者提供一个系统的知识体系
C_823315,渗流力学,未标注,MOOCCubeX,课程主要讲述内容包括“渗流的基本规律、单相不可压缩液体的稳定渗流、刚性水压驱动下的油井干扰理论、微可压缩流体不稳定渗流、天然气的渗流规律、水驱油理论基础、油气两相渗流理论”七部分。其授课主线为提炼实际问题→分析问题→揭示本质→指导工程实践。
C_823317,空调技术,未标注,MOOCCubeX,冬暖夏凉、四季如春是人类一直以来的美好追求，空调使这种追求得以实现。空调改变了人们的生活习惯，提高了生活品质，使我们的生活更加舒适健康！本课程揭开了空调神秘的面纱，为你介绍空调基本原理、常用设备、系统形式，带你轻松学空调！—— 课程团队
C_823326,软件开发实训--动态网站开发,未标注,MOOCCubeX,本课程通过Java Web相关技术实现动态网站的开发，学生将能够掌握Spring、Sping MVC、Spring Data JPA、Thymeleaf等Java Web技术，同时掌握对Web前端jQuery、BootStrap、Vue.js等技术的应用。
C_697301,教师职业道德,未标注,MOOCCubeX,教师技能培训课程
C_696960,教师信息技术应用能力提升,未标注,MOOCCubeX,教师技能培训课程
C_825821,跆拳道,未标注,MOOCCubeX,青春湖师，梦在跆拳；道由心生，内外兼修；你我相遇，跆拳一生！
C_825822,现代遥感技术基础,未标注,MOOCCubeX,什么是遥感？这是一个现代科技常识。现代遥感技术发展突飞猛进，如何更好的认识它、了解它、掌握它，是各个行业领域分析研究必备的基础。本课将以现有行业技术基础需求为导向，面向本科生遥感零基础讲解遥感基础入门知识，拉近与专业基础知识的距离。
C_825824,机械设计,未标注,MOOCCubeX,机械设计课程是机械类各专业必修的一门技术基础课，主要讲授机械零部件及机械系统的设计问题，培养学生机械设计及创新设计的能力。河南科技大学机械设计课程2003年首批被评为河南省精品课程，2012年为河南省精品资源共享课程，编写的机械设计教材获河南省十二五规划教材。
C_825832,2019年研究生学术与职业素养讲座,未标注,MOOCCubeX,2019年清华大学研究生答辩以MOOC形式发布于学堂在线平台，期待您继续关注。
C_837690,低频电子线路,未标注,MOOCCubeX,本课程重点讲述有源器件（二极管、双极型三极管、场效应管）的工作原理及交直流模型，基本的电路分析方法，基本放大电路组成原理，反馈对放大器中反馈类型判别及性能分析，集成运算放大器及其应用电路。
C_837698,误差理论与测量平差,测绘科学与技术,MOOCCubeX,《误差理论与测量平差》是测量数据处理的理论和技术基础，是测绘工程、遥感科学与技术和地理信息系统等相关专业的基础课程，是测绘工程专业的核心课程之一。本MOOC课程获批陕西省首批“精品在线开放课程”，知识体系完善，资源丰富，可供相关专业本科、专科生和测绘领域工作者学习，也可作为注册测绘师考试复习的参考。
C_837735,汽车发动机原理,动力工程及工程热物理,MOOCCubeX,本课程是车辆工程和动力机械及工程专业学生的核心专业课程，重点围绕汽油机和柴油机两种主流汽车动力的工作原理进行介绍。 
C_837746,铸钢件铸造技术,未标注,MOOCCubeX,"    工业化最基础的是铸造，铸钢是最主要的铸造材料。几乎所有的工业部门都需要铸钢件，在船舶和车辆、建筑机械、工程机械、电站设备、航空和航天设备等方面应用尤为广泛。学好铸钢技术，走遍天涯海角。
"
C_837980,大学英语（一）,未标注,MOOCCubeX,本课程大学新生第一学期开设，周4学时，共60学时/4学分，系非英语专业学生公共必修课程，以英语语言知识与技能、跨文化交际为主要内容，旨在提升本科专业人才国际化水平。
C_837985,马克思主义基本原理概论,未标注,MOOCCubeX,为什么说马克思是对的？“普世价值”是什么？中国需要宪政吗？解读经典，直击热点，这里是学习园地，更是思想碰撞的空间。
C_840084,讲中国教育故事  悟中华教育智慧,未标注,MOOCCubeX,"本课程通过娓娓道来的中国教育故事，使学生领略中国教育文明对世界教育文明的卓越贡献，感悟中华民族丰赡深邃的教育智慧，开阔学生的教育视野，提升学生对中国教育文化的认同与自信。


"
C_840087,日语概论,未标注,MOOCCubeX,日语概论是日语专业高年级主干课程，是国标规定的日语专业核心课程。日语概论带给你全方位的日语语言学知识，让你全面了解日语语言特征。
C_697035,信息素养与终身学习,未标注,MOOCCubeX,遇到问题，能够想到基于信息解决问题，至少找到一些解决问题的线索和思路。海量的资源、高效的神器、小众的技巧、实用的工具，提升您的工作效率，培养您的终身学习能力。
C_842836,化学反应工程,未标注,MOOCCubeX,《化学反应工程》是探寻工业化学反应过程宝藏的利器，进行工业反应过程的开发、放大和操作优化以及新型反应器和反应技术的开发的法宝。
C_681684,单片机原理及应用,计算机科学与技术,MOOCCubeX,"单片机,它不是完成某一个逻辑功能的简单芯片,而是把一个计算机系统集成到一个芯片上，相当于一个微型的计算机。和普通计算机相比，单片机只缺少了输入和输出设备。概括的讲：一块芯片就成了一台计算机。"
C_845673,信息技术与课程整合,未标注,MOOCCubeX,信息技术与课程整合是我国21世纪基础教育教学改革的一个新途径，与学科教学有着密切的联系和继承性，它通过课程把信息技术与学科教学有机地结合起来，从根本上改变传统教和学的观念以及相应的学习目标、方法和评价，是培养创新型人才的有效途径。
C_845674,经济学视角看城市,未标注,MOOCCubeX,本课程将国内外城市经济学前沿理论与现实城市问题相结合，系统介绍了城市的产生、区位、规模等基础理论，同时从经济学视角解读了城市住宅、交通、环境等问题。如果您是城市专业的学习者，请您走进该课程，一起探寻研究城市发展中的系列问题；如果您期望认识城市，请您走进该课程，了解城市的本质，共同营造诗意的栖息地。
C_845947,毛泽东思想和中国特色社会主义理论体系概论,未标注,MOOCCubeX,想准确把握马克思主义中国化历史进程及其理论成果吗？想全面领会习近平新时代中国特色社会主义理论的历史方位和世界影响吗？想透彻理解对中国共产党在新时代坚持的基本理论、基本路线、基本方略吗？想不断提升运用马克思主义立场、观点和方法认识问题、分析问题和解决问题能力吗？请跟我们走进精彩的《概论》课堂!
C_845950,高等数学,未标注,MOOCCubeX,《高等数学》是工科大学生最重要的基础理论课之一，它作为工程教育中的一个重要内容，目的在于培养工程技术人员必备的基本数学素质。通过本课程的学习，使学生掌握基本的运算技巧；使学生能用所学的知识去解决各种领域中的一些实际问题；训练学生数学推理的严密性，使学生具有一定的数学修养和对实际问题具有抽象、归纳、推广的能力，能用数学的语言描述各种概念和现象，能理解其它学科中所用的数学理论和方法；培养学生学习数学的兴趣，帮助学生养成自学数学教材和其它数学知识的能力，为以后学习其它学科打下良好的基础。第一章：函数极限连续第一讲 高等数学引言第二讲 数列极限第三讲 函数极限第四讲 无穷小量与无穷大量第五讲 极限运算法则第六讲 极限存在准则与两个重要极限第七讲 无穷小的比较第八讲 函数的连续性与间断点的分类第九讲 连续函数的运算与初等函数的连续性第十讲 闭区间上连续函数的性质第二章：导数与微分第一讲 导数的概念第二讲 求导法则第三讲 高阶导数第四讲 隐函数和参数方程求导法则第五讲 函数的微分第三章：微分中值定理与导数的应用第一讲 微分中值定理第二讲 洛必达法则第三讲 Taylor公式
C_851358,沟通理论与技巧,未标注,MOOCCubeX,沟通交流是人际关系交往的基本途径，通过系统的学习和训练，熟练掌握和应用沟通的原理和技巧，以增强沟通意识和提高各种场合下的沟通技能。
C_851364,轮滑基础教程,未标注,MOOCCubeX,轮滑基础教程带您领略轮滑运动文化，体验滑行乐趣，滑向自然，锻炼身心，用轮滑践行着对绿色与美好未来的追求与向往，上天忘了给我们翅膀，所以让我们用轮子飞翔，同学们，广大轮滑爱好者们，带上您的轮滑鞋，让我们一起领略轮滑这项运动的魅力吧
C_854839,微观经济学,未标注,MOOCCubeX,微观经济学是西方经济学的重要组成部分，你将学习理性人假设与消费者行为、需求函数，分工与效率等内容。 
C_854846,光学,光学工程,MOOCCubeX,什么是光？What is Light？  
C_854854,水力学,未标注,MOOCCubeX,水，是人类生活不可或缺的资源。水力学是人类开发利用水资源的有力工具。本课教你认识和掌握水流静止和运动的力学规律，了解在相关领域的工程应用。   
C_854862,应对气候变化的中国视角,大气科学,MOOCCubeX,了解中国对气候变化及其影响的立场、行动与未来计划。
C_854868,法学高级入门,未标注,MOOCCubeX,本课程是清华法学院法学硕士研究生和博士生的入学导引课程。
C_854871,VC++面向对象与可视化程序设计（上）：Windows编程基础,未标注,MOOCCubeX,Visual C++程序设计基础包含两个部分，一部分是基于Windows的编程，另一部分是基于MFC的编程，本课程“上”的部分主要介绍Windows编程技术基础。
C_854898,Numerical Analysis,未标注,MOOCCubeX,"This course is to understand and explain how, why and when numerical approaches for solving methematical problems can be expected and worked"
C_854901,设计思维,未标注,MOOCCubeX,这是一个快速变化的时代，凡是改变即面临着设计。本课程设定生活中的场景，采用跨界、跨时空的方式与方法，引发几千年来变与不变的思考，探索思考过程中所得到的影响因素，从而确定人造物的本质及其变化规律：什么变了？什么没变？变得越来越怎样？由此出发开始你的设计方向。这是依据文化的方式与方法而开展设计活动，期待你的创新与创意。
C_854902,产业生态学 Industrial ecology,未标注,MOOCCubeX,产业生态学以人类与自然环境的作用界面—产业系统作为研究对象，借助优化产业系统来协调人类与环境间的关系。本课程为全英文授课并配有中英文双语字幕。
C_854870,VC++面向对象与可视化程序设计（下）：MFC编程基础,未标注,MOOCCubeX,本部分课程是介绍基于MFC的面向对象程序设计，内容涉及MFC构架、一系列常用控件、资源、单文档、多文档、数据库编程、多媒体编程等内容。 
C_854855,教育学导引,未标注,MOOCCubeX,本课程旨在向新进入教育研究领域的研究生介绍教育基本概念、原理、方法、以及教育领域从业人员基本素质要求。
C_855431,Introduction to Quantitative Investing,未标注,MOOCCubeX,"Throughout the course, instructor will guide you to learn about essential components of modern investment theory such as return, risk and portfolio optimization. "
C_857823,宏观经济学,未标注,MOOCCubeX,《宏观经济学》是以整个国民经济为对象，重点研究国民收入的决定及其变化规律，以解决失业、通货膨胀、经济波动、国际收支平衡等问题，实现经济长期稳定的发展。
